title,channel_title,desc,date,tags,liked,disliked,views
Настя собирается на бал с папой,Like Nastya,"Настю пригласили на бал. Она решила сшить себе платье, а из машины сделать настоящую карету.",2019-03-17T06:00:01Z,"['игрушки', 'настя', 'лайк настя', 'pretend play', 'toys', 'nastya', 'like nastya']",730969,319649,271244917
Настя и её день рождения,Like Nastya,"Клип про Настю и её день рождения с любимыми друзьями - Диана, Рома, Майя и многие другие. 
Аниматоры на празднике - http://bit.ly/2EjwhO2",2019-03-14T06:00:00Z,"['настя', 'лайк настя', 'день рождения', 'birthday', 'happy birthday', 'nastya', 'like nastya', 'fun']",188342,91403,93674164
Настя играет в детектива и ищет сюрпризы,Like Nastya,Папа купил Насте сюрпризы и хорошо спрятал. Но Настя не может дождаться когда папа их подарит ей. Она отправляется расследовать тайное место.,2019-03-13T06:00:07Z,"['играем в', 'сюрпризы', 'настя и папа', 'toys', 'surprises', 'playing', 'playing detective', 'настя', 'лайк настя', 'nastya', 'like nastya']",211534,83201,62603402
Настя и её новая комната,Like Nastya,Настя и папа переехали в новый дом. Настя украшает свою новую комнату и покупает красивую розовую мебель.,2019-03-11T06:00:04Z,"['настя', 'видео для детей', 'лайк настя', 'my room', 'play', 'toys', 'for girls', 'nastya', 'like nastya']",242785,89986,92030184
Настя играет в салон красоты,Like Nastya,Настя решила открыть игрушечный салон красоты. К ней приходят забавные клиенты. Настя делает им весёлый макияж.,2019-03-08T06:00:02Z,"['играем в', 'игрушки', 'настя', 'лайк настя', 'makeup toys', 'toys', 'pretend play', 'nastya', 'like nastya', 'for kids', ""kid's video""]",322800,131151,105519823
Настя и сборник весёлых историй,Like Nastya,"Весёлые видео для детей про Настю. История о том как Настя перепутала день своего рождения. А ещё она решила пошутить над папой.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/funnystacy/",2019-03-06T06:00:04Z,"['compilation', 'toys', 'funny stories', 'pretend play', 'сборник', 'настя', 'лайк настя', 'nastya', 'like nastya']",1167826,606572,339844956
Настя строит новые домики для друзей,Like Nastya,На улице дождь и игрушки хотят в дом. Настя зовёт папу на помощь и они строят всем новые домики. Но желающих становится всё больше.,2019-03-04T07:00:05Z,"['игрушки', 'домики', 'настя', 'лайк настя', 'toys', 'playhouses', 'playing', 'nastya', 'like nastya']",354042,153308,120718523
Настя и папа играют в прятки и догонялки,Like Nastya,"Настя идёт загорать, а продавец приносит кукурузу. Они меняются вещами. В конце их ждёт дружба и весёлые игры.",2019-02-28T07:00:02Z,"['настя и папа', 'играют', 'прятки', 'настя', 'лайк настя', 'playing', 'fun play', 'pretend play', 'nastya', 'like nastya', 'hide and seek']",247268,105684,79336069
Nastya and dad play with an inflatable trampoline,Like Nastya,"Dad buys a new children's trampoline for Nastya, but he quickly breaks down and dad buys another one. It is very hot to jump on. Nastya and dad decide to buy a big trampoline with water slides.
#toys #nastya #play",2019-02-26T06:30:00Z,"['toys', 'pretend play', 'fun play', 'nastya', 'like nastya', 'trampoline', 'inflatable toys', 'play with dad', 'Nastya and dad', 'настя', 'лайк настя']",166490,65768,51162121
Настя играет в магазин мороженого,Like Nastya,"Настя открыла магазин мороженого и появились первые покупатели. Но они решили украсть мороженое. Настя с помощью полиции ловит преступников.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2019-02-23T06:30:00Z,"['мороженое', 'играем в', 'настя', 'лайк настя', 'ice cream', 'pretend play', 'nastya', 'like nastya', 'toys', 'playing', 'kids toys']",116728,48406,40048793
Настя и домики для кукол,Like Nastya,"Настя помогает куклам найти свои домики. Она и её котик весело проводят время с новыми игрушками.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2019-02-21T06:00:02Z,"['настя', 'лайк настя', 'игрушки', 'nastya', 'like nastya', 'play toys', 'playhouse']",93354,34015,25213997
Настя играет в ферму с игрушками,Like Nastya,"Настя решает купить у фермера корову, она даёт молоко.Настя продаёт его кошечке и на заработанные деньги покупает поросёнка.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2019-02-18T08:00:02Z,"['игрушки', 'ферма', 'old macdonald', 'farm', 'playing', 'toys', 'farm toys', 'nastya', 'like nastya', 'настя', 'лайк настя']",707873,404683,242853285
Настя и папа шьют новые наряды,Like Nastya,"Настя испортила своё платье и несёт его в ремонт. Но смешной портной шьёт для Насти забавные наряды, которые ей не подходят.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2019-02-16T08:00:00Z,"['toys', 'pretend play', 'nastya', 'like nastya', 'настя и папа', 'настя', 'лайк настя', 'dress up']",124985,43256,36074090
Настя и папа играют в магазин,Like Nastya,"Настя и её куклы хотят кушать. Настя отправляется в супермаркет, а там смешной продавец торгует испорченными товарами.
Инстаграмм Насти https://www.instagram.com/like_nastya_vlog/",2019-02-12T08:00:00Z,"['игрушки', 'настя', 'лайк настя', 'toys', 'pretend play', 'new toys', 'playing', 'nastya', 'like nastya', 'настя и папа']",60358,24590,27007338
